scaffold	orf	hmm.id
17720	3	TIGR00029
12	175	TIGR00029
19636	6	TIGR00029
31864	4	TIGR00029
726	29	TIGR00029
35191	2	TIGR00029
185	78	TIGR00029
54500	2	TIGR00029
14928	2	TIGR00029
5385	2	TIGR00029
1914	13	TIGR00029
24890	4	TIGR00029
131	51	TIGR00029
3024	5	TIGR00029
196	94	TIGR00029
1	1103	TIGR00029
27	38	TIGR00029
36413	2	TIGR00029
1117	15	TIGR00029
1732	8	TIGR00029
796	13	TIGR00029
10694	4	TIGR00029
98535	2	TIGR00029
10636	2	TIGR00029
1501	11	TIGR00029
63733	2	TIGR00029
720	3	TIGR00029
6324	3	TIGR00029
76945	1	TIGR00029
175	58	TIGR00029
41038	3	TIGR00029
8362	4	TIGR00029
7301	6	TIGR00029
27202	3	TIGR00029
5	653	TIGR00029
927	15	TIGR00029
2233	12	TIGR00029
2865	5	TIGR00029
713	23	TIGR00029
323	64	TIGR00029
22	169	TIGR00029
957	32	TIGR00029
84336	1	TIGR00029
429	1	TIGR00029
9450	3	TIGR00029
3265	7	TIGR00029
754	18	TIGR00029
3	1262	TIGR00029
2	1418	TIGR00029
143	31	TIGR00029
1350	30	TIGR00029
10818	4	TIGR00043
4799	5	TIGR00043
8262	4	TIGR00043
3179	4	TIGR00043
306	80	TIGR00043
11185	3	TIGR00043
279	9	TIGR00043
1625	16	TIGR00043
48536	2	TIGR00043
3	989	TIGR00043
218	24	TIGR00043
10967	3	TIGR00043
114	31	TIGR00043
26871	2	TIGR00043
143	22	TIGR00043
196	103	TIGR00043
6	597	TIGR00043
10219	1	TIGR00043
1033	6	TIGR00043
1117	19	TIGR00043
36114	2	TIGR00043
5773	4	TIGR00043
10291	2	TIGR00043
1235	18	TIGR00043
3252	5	TIGR00043
467	22	TIGR00043
9374	4	TIGR00043
1940	18	TIGR00043
24763	2	TIGR00043
5	787	TIGR00043
100996	2	TIGR00043
6374	4	TIGR00043
66	185	TIGR00043
14883	3	TIGR00043
7867	7	TIGR00043
473	45	TIGR00043
77	167	TIGR00043
21441	3	TIGR00043
7967	3	TIGR00043
9417	2	TIGR00043
11	458	TIGR00043
14497	2	TIGR00043
2889	10	TIGR00043
121	7	TIGR00043
967	21	TIGR00043
39	189	TIGR00043
511	5	TIGR00043
349	48	TIGR00043
57	165	TIGR00043
1008	15	TIGR00043
1	2176	TIGR00043
7	50	TIGR00043
11273	7	TIGR00043
17443	4	TIGR00043
6	588	TIGR00059
1837	10	TIGR00059
5251	3	TIGR00059
7319	11	TIGR00059
1356	30	TIGR00059
15986	7	TIGR00059
9356	1	TIGR00059
9247	5	TIGR00059
5090	4	TIGR00059
482	38	TIGR00059
5091	2	TIGR00059
15470	1	TIGR00059
1911	12	TIGR00059
262	80	TIGR00059
2295	15	TIGR00059
324	48	TIGR00059
2354	30	TIGR00059
27003	4	TIGR00059
412	65	TIGR00059
10670	4	TIGR00059
943	34	TIGR00059
1384	5	TIGR00059
8	66	TIGR00059
4117	7	TIGR00059
1667	16	TIGR00059
882	42	TIGR00059
4602	13	TIGR00059
344	31	TIGR00059
303	43	TIGR00059
65	157	TIGR00059
4	374	TIGR00059
1826	30	TIGR00059
48	181	TIGR00059
42	215	TIGR00059
2088	28	TIGR00059
2076	4	TIGR00059
16321	5	TIGR00059
1	648	TIGR00059
3693	7	TIGR00059
2540	8	TIGR00059
3088	12	TIGR00059
861	21	TIGR00059
2133	3	TIGR00059
3	528	TIGR00059
420	33	TIGR00059
75690	1	TIGR00059
11958	4	TIGR00059
1535	30	TIGR00059
5220	10	TIGR00059
10	147	TIGR00059
138	71	TIGR00059
14174	3	TIGR00059
46	227	TIGR00059
76	114	TIGR00059
56243	2	TIGR00059
120429	1	TIGR00059
861	31	TIGR00060
6	578	TIGR00060
4541	13	TIGR00060
2354	19	TIGR00060
21384	4	TIGR00060
39887	4	TIGR00060
3266	20	TIGR00060
11365	7	TIGR00060
482	47	TIGR00060
12189	5	TIGR00060
1826	18	TIGR00060
11663	8	TIGR00060
873	9	TIGR00060
9882	10	TIGR00060
1372	2	TIGR00060
65	172	TIGR00060
2133	15	TIGR00060
4788	3	TIGR00060
112158	2	TIGR00060
1356	19	TIGR00060
1911	21	TIGR00060
344	19	TIGR00060
8	77	TIGR00060
324	35	TIGR00060
1837	19	TIGR00060
9326	4	TIGR00060
49617	2	TIGR00060
76	102	TIGR00060
1535	21	TIGR00060
412	54	TIGR00060
10	135	TIGR00060
138	84	TIGR00060
8236	4	TIGR00060
42	206	TIGR00060
1384	13	TIGR00060
568	48	TIGR00060
1	656	TIGR00060
943	22	TIGR00060
46	214	TIGR00060
3	1033	TIGR00060
12728	3	TIGR00060
48	190	TIGR00060
4179	17	TIGR00060
882	30	TIGR00060
11	92	TIGR00060
3088	3	TIGR00060
2088	17	TIGR00060
4	879	TIGR00060
262	68	TIGR00060
906	7	TIGR00060
420	24	TIGR00060
3015	17	TIGR00060
3693	17	TIGR00060
54711	1	TIGR00060
7203	16	TIGR00060
69921	1	TIGR00061
12	171	TIGR00061
1126	34	TIGR00061
7614	5	TIGR00061
3487	6	TIGR00061
15778	4	TIGR00061
107	17	TIGR00061
19636	3	TIGR00061
24161	3	TIGR00061
213	100	TIGR00061
5469	2	TIGR00061
4873	6	TIGR00061
1834	17	TIGR00061
3361	3	TIGR00061
2214	14	TIGR00061
40517	3	TIGR00061
3	445	TIGR00061
251	80	TIGR00061
145	112	TIGR00061
2595	10	TIGR00061
22870	5	TIGR00061
4	618	TIGR00061
8	363	TIGR00061
5385	5	TIGR00061
5782	4	TIGR00061
1332	5	TIGR00061
29	55	TIGR00061
83601	2	TIGR00061
6382	1	TIGR00061
9485	7	TIGR00061
324	58	TIGR00061
2	577	TIGR00061
5735	5	TIGR00061
32	67	TIGR00061
9550	3	TIGR00061
20	53	TIGR00061
565	3	TIGR00061
566	40	TIGR00061
546	34	TIGR00061
627	21	TIGR00061
8004	6	TIGR00061
7	509	TIGR00061
740	8	TIGR00061
27753	3	TIGR00061
2186	6	TIGR00061
1	31	TIGR00061
14909	3	TIGR00061
81977	1	TIGR00061
45	16	TIGR00061
1422	16	TIGR00061
196	63	TIGR00061
100	100	TIGR00061
254	10	TIGR00061
16715	1	TIGR00061
1306	5	TIGR00061
69921	2	TIGR00062
2	578	TIGR00062
12	172	TIGR00062
15778	5	TIGR00062
566	39	TIGR00062
5735	4	TIGR00062
107	16	TIGR00062
19636	4	TIGR00062
3361	4	TIGR00062
5385	4	TIGR00062
1126	33	TIGR00062
22870	4	TIGR00062
3487	7	TIGR00062
40517	2	TIGR00062
4873	7	TIGR00062
8004	5	TIGR00062
251	81	TIGR00062
2595	11	TIGR00062
254	11	TIGR00062
324	59	TIGR00062
9485	6	TIGR00062
1834	18	TIGR00062
24161	2	TIGR00062
29	54	TIGR00062
213	99	TIGR00062
565	4	TIGR00062
9550	4	TIGR00062
1332	4	TIGR00062
8	364	TIGR00062
196	64	TIGR00062
546	35	TIGR00062
2214	13	TIGR00062
627	20	TIGR00062
37189	2	TIGR00062
1422	17	TIGR00062
45	15	TIGR00062
100	99	TIGR00062
29921	3	TIGR00062
4	607	TIGR00062
14909	2	TIGR00062
4682	9	TIGR00062
8437	3	TIGR00062
5469	3	TIGR00062
841	5	TIGR00062
20	52	TIGR00062
3	876	TIGR00062
145	111	TIGR00062
7614	4	TIGR00062
7	114	TIGR00062
20097	2	TIGR00064
2	619	TIGR00064
162	44	TIGR00064
246	75	TIGR00064
24500	3	TIGR00064
1957	11	TIGR00064
2499	8	TIGR00064
5	788	TIGR00064
37138	3	TIGR00064
658	29	TIGR00064
3425	4	TIGR00064
353	45	TIGR00064
1195	10	TIGR00064
26020	4	TIGR00064
17719	1	TIGR00064
117	22	TIGR00064
218	74	TIGR00064
896	6	TIGR00064
89	152	TIGR00064
12088	1	TIGR00064
5717	2	TIGR00064
4380	5	TIGR00064
31865	2	TIGR00064
207	18	TIGR00064
58735	2	TIGR00064
77	157	TIGR00064
4345	6	TIGR00064
11003	2	TIGR00064
2444	7	TIGR00064
285	16	TIGR00064
635	10	TIGR00064
7307	5	TIGR00064
1	2330	TIGR00064
2511	13	TIGR00064
98	78	TIGR00064
577	38	TIGR00064
37419	3	TIGR00064
8207	4	TIGR00064
86	50	TIGR00064
602	19	TIGR00064
8981	6	TIGR00064
55	28	TIGR00064
56058	3	TIGR00064
26390	1	TIGR00064
37664	1	TIGR00064
108	58	TIGR00082
15789	4	TIGR00082
17	164	TIGR00082
161	52	TIGR00082
561	14	TIGR00082
38	89	TIGR00082
24987	2	TIGR00082
5	747	TIGR00082
145	62	TIGR00082
9445	3	TIGR00082
90608	3	TIGR00082
666	32	TIGR00082
1555	6	TIGR00082
13734	3	TIGR00082
134019	1	TIGR00082
1587	9	TIGR00082
11935	2	TIGR00082
110	37	TIGR00082
340	38	TIGR00082
306	11	TIGR00082
16743	2	TIGR00082
881	21	TIGR00082
27	199	TIGR00082
14500	3	TIGR00082
5919	3	TIGR00082
2891	12	TIGR00082
7840	4	TIGR00082
1288	16	TIGR00082
2702	9	TIGR00082
55	82	TIGR00082
2048	10	TIGR00082
82559	2	TIGR00082
95608	2	TIGR00082
1322	10	TIGR00082
12180	4	TIGR00082
8078	4	TIGR00082
1206	7	TIGR00082
186	22	TIGR00082
297	7	TIGR00082
98395	1	TIGR00082
7	308	TIGR00082
13144	4	TIGR00082
4259	8	TIGR00082
126	74	TIGR00082
2754	6	TIGR00082
15438	4	TIGR00082
1	9	TIGR00082
34	236	TIGR00082
23313	3	TIGR00082
2472	6	TIGR00082
2679	2	TIGR00082
4671	11	TIGR00082
198	61	TIGR00086
5	503	TIGR00086
227	33	TIGR00086
945	7	TIGR00086
19	121	TIGR00086
4171	8	TIGR00086
495	20	TIGR00086
28301	2	TIGR00086
77	19	TIGR00086
2569	6	TIGR00086
9821	3	TIGR00086
42039	1	TIGR00086
4339	4	TIGR00086
3399	8	TIGR00086
39469	2	TIGR00086
7404	4	TIGR00086
31951	4	TIGR00086
251	22	TIGR00086
593	17	TIGR00086
127	101	TIGR00086
3159	7	TIGR00086
16172	3	TIGR00086
196	10	TIGR00086
416	26	TIGR00086
49027	1	TIGR00086
784	28	TIGR00086
181	88	TIGR00086
315	6	TIGR00086
220	61	TIGR00086
108	19	TIGR00086
62979	1	TIGR00086
1334	16	TIGR00086
470	17	TIGR00086
7047	3	TIGR00086
8316	1	TIGR00086
34	276	TIGR00086
1579	3	TIGR00086
3642	7	TIGR00086
989	14	TIGR00086
986	16	TIGR00086
6830	1	TIGR00086
5436	1	TIGR00086
829	14	TIGR00086
70302	2	TIGR00086
6820	2	TIGR00086
39096	2	TIGR00086
1	272	TIGR00086
6027	5	TIGR00086
3	927	TIGR00086
2211	6	TIGR00086
153	23	TIGR00086
32	105	TIGR00086
82557	2	TIGR00086
17086	4	TIGR00086
4	136	TIGR00086
11338	6	TIGR00086
3404	2	TIGR00086
146	42	TIGR00092
218	60	TIGR00092
7204	7	TIGR00092
40093	1	TIGR00092
20939	4	TIGR00092
50209	2	TIGR00092
11918	2	TIGR00092
857	5	TIGR00092
50	112	TIGR00092
6747	6	TIGR00092
2465	5	TIGR00092
9	33	TIGR00092
4748	5	TIGR00092
512	3	TIGR00092
5114	3	TIGR00092
2347	3	TIGR00092
55	111	TIGR00092
78	108	TIGR00092
3231	3	TIGR00092
145	99	TIGR00092
337	7	TIGR00092
3881	7	TIGR00092
13310	4	TIGR00092
4	22	TIGR00092
660	37	TIGR00092
3	1242	TIGR00092
1	2964	TIGR00092
18988	2	TIGR00092
64	72	TIGR00092
11	187	TIGR00092
4523	12	TIGR00092
1155	7	TIGR00092
70	105	TIGR00092
965	25	TIGR00092
1594	1	TIGR00092
630	21	TIGR00092
22867	1	TIGR00092
2	686	TIGR00092
409	31	TIGR00092
4684	1	TIGR00092
3339	3	TIGR00092
3024	14	TIGR00092
1649	2	TIGR00092
611	21	TIGR00092
2554	5	TIGR00115
1335	18	TIGR00115
7684	4	TIGR00115
7819	3	TIGR00115
112	1	TIGR00115
41447	2	TIGR00115
5827	5	TIGR00115
3012	1	TIGR00115
3717	6	TIGR00115
4669	10	TIGR00115
17253	2	TIGR00115
18930	1	TIGR00115
7116	2	TIGR00115
1234	9	TIGR00115
74497	1	TIGR00115
71311	1	TIGR00115
5	336	TIGR00115
11212	3	TIGR00115
1375	2	TIGR00115
7220	2	TIGR00115
1422	3	TIGR00115
411	21	TIGR00115
743	19	TIGR00115
799	4	TIGR00115
1949	6	TIGR00115
3	1278	TIGR00115
772	12	TIGR00115
539	36	TIGR00115
4	19	TIGR00115
1118	17	TIGR00115
20	146	TIGR00115
21173	3	TIGR00115
1004	1	TIGR00115
11631	3	TIGR00115
213	47	TIGR00115
196	44	TIGR00115
2540	16	TIGR00115
50482	1	TIGR00115
4101	4	TIGR00115
13075	2	TIGR00115
2	447	TIGR00115
1227	17	TIGR00115
1918	15	TIGR00115
22	258	TIGR00115
16223	4	TIGR00115
192	14	TIGR00115
8867	2	TIGR00115
4643	3	TIGR00115
45082	2	TIGR00115
7	242	TIGR00115
378	24	TIGR00115
16033	3	TIGR00115
1	428	TIGR00115
909	1	TIGR00115
79349	1	TIGR00115
1332	19	TIGR00115
110675	2	TIGR00115
37635	2	TIGR00115
116795	1	TIGR00115
9089	6	TIGR00115
73	92	TIGR00116
22637	2	TIGR00116
112	98	TIGR00116
2810	2	TIGR00116
69910	2	TIGR00116
64010	2	TIGR00116
9945	2	TIGR00116
45326	2	TIGR00116
16829	2	TIGR00116
2684	12	TIGR00116
470	37	TIGR00116
1540	11	TIGR00116
2	26	TIGR00116
9831	5	TIGR00116
4965	3	TIGR00116
14428	2	TIGR00116
83	21	TIGR00116
1656	7	TIGR00116
14042	2	TIGR00116
1059	24	TIGR00116
2275	4	TIGR00116
2567	11	TIGR00116
19085	4	TIGR00116
332	42	TIGR00116
2254	11	TIGR00116
4457	6	TIGR00116
84104	1	TIGR00116
1	38	TIGR00116
2513	4	TIGR00116
2057	13	TIGR00116
639	15	TIGR00116
991	20	TIGR00116
5222	9	TIGR00116
21677	2	TIGR00116
4235	6	TIGR00116
8356	5	TIGR00116
172	32	TIGR00116
85297	2	TIGR00116
486	9	TIGR00116
81	180	TIGR00116
40357	2	TIGR00116
5700	4	TIGR00116
4622	11	TIGR00116
1031	23	TIGR00116
199	16	TIGR00116
9	67	TIGR00116
5209	7	TIGR00116
3	239	TIGR00116
55	71	TIGR00116
46	18	TIGR00116
3747	4	TIGR00116
20	202	TIGR00116
263	7	TIGR00116
11013	4	TIGR00116
32	54	TIGR00116
4	275	TIGR00116
235	59	TIGR00116
922	6	TIGR00116
22745	4	TIGR00116
23351	1	TIGR00116
64564	3	TIGR00116
1940	13	TIGR00116
32438	4	TIGR00116
74745	1	TIGR00116
12	68	TIGR00152
5682	8	TIGR00152
39	195	TIGR00152
13	103	TIGR00152
5897	4	TIGR00152
51464	3	TIGR00152
7139	6	TIGR00152
10705	4	TIGR00152
6472	4	TIGR00152
54	133	TIGR00152
7232	5	TIGR00152
8	339	TIGR00152
16200	1	TIGR00152
9739	4	TIGR00152
3110	12	TIGR00152
5638	2	TIGR00152
218	38	TIGR00152
3554	3	TIGR00152
879	11	TIGR00152
585	18	TIGR00152
1355	7	TIGR00152
10701	2	TIGR00152
289	31	TIGR00152
78	101	TIGR00152
1778	14	TIGR00152
1802	2	TIGR00152
2668	2	TIGR00152
30893	2	TIGR00152
20	226	TIGR00152
114	18	TIGR00152
1288	4	TIGR00152
767	4	TIGR00152
13067	5	TIGR00152
355	26	TIGR00152
1909	3	TIGR00152
1065	6	TIGR00152
1115	5	TIGR00152
122341	1	TIGR00152
5574	2	TIGR00152
1	1863	TIGR00152
47942	2	TIGR00152
2860	5	TIGR00152
347	11	TIGR00152
9163	5	TIGR00152
92	7	TIGR00152
2179	5	TIGR00152
2489	11	TIGR00152
1419	7	TIGR00152
42470	2	TIGR00152
1542	7	TIGR00158
12	468	TIGR00158
7791	3	TIGR00158
22756	5	TIGR00158
543	21	TIGR00158
36188	2	TIGR00158
3703	14	TIGR00158
598	34	TIGR00158
16652	4	TIGR00158
3245	6	TIGR00158
43	158	TIGR00158
12736	2	TIGR00158
17	286	TIGR00158
278	37	TIGR00158
5637	10	TIGR00158
5	426	TIGR00158
56239	4	TIGR00158
2246	8	TIGR00158
2660	8	TIGR00158
7368	10	TIGR00158
18292	4	TIGR00158
4474	6	TIGR00158
73706	2	TIGR00158
69687	2	TIGR00158
5453	7	TIGR00158
3925	5	TIGR00158
130	20	TIGR00158
235	68	TIGR00158
38134	2	TIGR00158
1472	16	TIGR00158
7014	2	TIGR00158
1562	6	TIGR00158
31	204	TIGR00158
73948	2	TIGR00158
20906	2	TIGR00158
602	28	TIGR00158
20	213	TIGR00158
2609	11	TIGR00158
16890	4	TIGR00158
3403	4	TIGR00158
209	74	TIGR00158
2095	9	TIGR00158
2779	6	TIGR00158
45	104	TIGR00158
502	36	TIGR00158
1	1120	TIGR00158
7	136	TIGR00158
11	345	TIGR00158
22756	3	TIGR00165
12	466	TIGR00165
3703	13	TIGR00165
3245	4	TIGR00165
43	156	TIGR00165
7791	5	TIGR00165
598	33	TIGR00165
1562	7	TIGR00165
278	36	TIGR00165
12736	3	TIGR00165
18292	3	TIGR00165
552	41	TIGR00165
5637	9	TIGR00165
602	29	TIGR00165
3925	3	TIGR00165
16652	3	TIGR00165
43489	3	TIGR00165
56239	3	TIGR00165
109846	2	TIGR00165
2246	10	TIGR00165
47024	2	TIGR00165
7368	9	TIGR00165
17	285	TIGR00165
736	34	TIGR00165
3990	10	TIGR00165
36188	3	TIGR00165
4	1054	TIGR00165
1542	6	TIGR00165
40	90	TIGR00165
9357	4	TIGR00165
214	31	TIGR00165
8	663	TIGR00165
3	1236	TIGR00165
140	16	TIGR00165
8085	1	TIGR00165
209	73	TIGR00165
2660	7	TIGR00165
13779	1	TIGR00165
28498	2	TIGR00165
31	205	TIGR00165
7014	3	TIGR00165
235	69	TIGR00165
123146	2	TIGR00165
56	175	TIGR00165
660	42	TIGR00165
20099	6	TIGR00165
437	8	TIGR00165
24200	3	TIGR00165
175	80	TIGR00165
17710	3	TIGR00165
1	559	TIGR00165
18365	3	TIGR00165
20	214	TIGR00165
2690	11	TIGR00165
22756	2	TIGR00166
598	31	TIGR00166
12	465	TIGR00166
12736	5	TIGR00166
18292	2	TIGR00166
3245	3	TIGR00166
7791	6	TIGR00166
43	155	TIGR00166
1562	8	TIGR00166
3990	8	TIGR00166
7368	8	TIGR00166
47024	3	TIGR00166
8	665	TIGR00166
140	14	TIGR00166
552	40	TIGR00166
9357	6	TIGR00166
40	92	TIGR00166
35014	1	TIGR00166
5637	7	TIGR00166
56239	2	TIGR00166
278	34	TIGR00166
5453	5	TIGR00166
18988	3	TIGR00166
602	30	TIGR00166
87317	2	TIGR00166
45	106	TIGR00166
3925	1	TIGR00166
3703	11	TIGR00166
214	33	TIGR00166
49995	2	TIGR00166
736	36	TIGR00166
31	207	TIGR00166
660	44	TIGR00166
43489	2	TIGR00166
3	1238	TIGR00166
209	71	TIGR00166
16652	2	TIGR00166
17	284	TIGR00166
7	134	TIGR00166
2660	5	TIGR00166
1542	5	TIGR00166
235	71	TIGR00166
13129	5	TIGR00166
2246	11	TIGR00166
4	1056	TIGR00166
8085	3	TIGR00166
36188	4	TIGR00166
1	1122	TIGR00166
7014	5	TIGR00166
24161	6	TIGR00166
16890	2	TIGR00166
29210	4	TIGR00166
11	347	TIGR00166
20	215	TIGR00166
7234	3	TIGR00168
252	108	TIGR00168
8921	5	TIGR00168
13358	3	TIGR00168
5350	8	TIGR00168
716	4	TIGR00168
15565	3	TIGR00168
74254	2	TIGR00168
446	49	TIGR00168
5116	5	TIGR00168
34	191	TIGR00168
4752	6	TIGR00168
96200	1	TIGR00168
2562	5	TIGR00168
2578	8	TIGR00168
4872	5	TIGR00168
271	54	TIGR00168
14	341	TIGR00168
2	536	TIGR00168
90	148	TIGR00168
11859	5	TIGR00168
29138	4	TIGR00168
666	11	TIGR00168
475	39	TIGR00168
1115	13	TIGR00168
351	7	TIGR00168
5	183	TIGR00168
1909	11	TIGR00168
178	10	TIGR00168
2211	9	TIGR00168
930	22	TIGR00168
19	241	TIGR00168
558	11	TIGR00168
258	59	TIGR00168
141	80	TIGR00168
11026	2	TIGR00168
42	245	TIGR00168
1	489	TIGR00168
7240	1	TIGR00168
2223	11	TIGR00168
4	137	TIGR00168
3886	5	TIGR00168
3	962	TIGR00168
3344	5	TIGR00168
235	79	TIGR00168
44417	3	TIGR00168
522	13	TIGR00168
4831	6	TIGR00168
2034	8	TIGR00168
9789	3	TIGR00168
5931	5	TIGR00234
198	62	TIGR00234
6998	6	TIGR00234
999	38	TIGR00234
12	85	TIGR00234
262	13	TIGR00234
15920	2	TIGR00234
5954	3	TIGR00234
35320	2	TIGR00234
356	23	TIGR00234
64996	1	TIGR00234
9164	1	TIGR00234
52868	2	TIGR00234
158	125	TIGR00234
8926	3	TIGR00234
4488	3	TIGR00234
25356	2	TIGR00234
22237	3	TIGR00234
42	46	TIGR00234
9	99	TIGR00234
4171	7	TIGR00234
436	19	TIGR00234
1129	18	TIGR00234
4	419	TIGR00234
246	32	TIGR00234
77	17	TIGR00234
20198	2	TIGR00234
41	3	TIGR00234
24	72	TIGR00234
3	115	TIGR00234
2709	8	TIGR00234
81835	1	TIGR00234
446	55	TIGR00234
6257	4	TIGR00234
2510	5	TIGR00234
4575	7	TIGR00234
54904	2	TIGR00234
5879	2	TIGR00234
39092	2	TIGR00234
31951	3	TIGR00234
502	17	TIGR00234
1	228	TIGR00234
781	28	TIGR00234
8114	2	TIGR00234
987	31	TIGR00234
30427	3	TIGR00234
101675	2	TIGR00234
635	18	TIGR00234
90	139	TIGR00234
11832	1	TIGR00234
214	59	TIGR00234
12366	1	TIGR00234
29660	3	TIGR00234
83819	1	TIGR00234
4324	1	TIGR00234
7300	1	TIGR00234
113519	1	TIGR00234
25001	4	TIGR00234
1029	28	TIGR00234
113998	2	TIGR00234
9	243	TIGR00337
1870	19	TIGR00337
1374	17	TIGR00337
73	109	TIGR00337
135	6	TIGR00337
42724	2	TIGR00337
112	113	TIGR00337
16211	3	TIGR00337
6075	4	TIGR00337
5726	1	TIGR00337
17	322	TIGR00337
18886	2	TIGR00337
191	21	TIGR00337
90	101	TIGR00337
13533	2	TIGR00337
181	63	TIGR00337
117	45	TIGR00337
54	99	TIGR00337
19644	2	TIGR00337
145	32	TIGR00337
2582	2	TIGR00337
20799	2	TIGR00337
6251	5	TIGR00337
368	28	TIGR00337
2595	13	TIGR00337
8667	5	TIGR00337
182	9	TIGR00337
1814	3	TIGR00337
3222	11	TIGR00337
251	63	TIGR00337
31	230	TIGR00337
26	138	TIGR00337
591	43	TIGR00337
5608	6	TIGR00337
2903	9	TIGR00337
65699	1	TIGR00337
3882	4	TIGR00337
3969	8	TIGR00337
1921	10	TIGR00337
3410	10	TIGR00337
8568	5	TIGR00337
59924	1	TIGR00337
3	878	TIGR00337
4	608	TIGR00337
1158	19	TIGR00337
21138	1	TIGR00337
51696	2	TIGR00337
297	1	TIGR00337
1	2756	TIGR00337
11417	2	TIGR00337
98	81	TIGR00337
4666	1	TIGR00337
22907	3	TIGR00337
73283	2	TIGR00337
12	501	TIGR00344
17794	2	TIGR00344
9388	1	TIGR00344
2252	13	TIGR00344
4905	5	TIGR00344
13	76	TIGR00344
1607	10	TIGR00344
349	15	TIGR00344
7071	4	TIGR00344
124	110	TIGR00344
237	31	TIGR00344
63	190	TIGR00344
1263	18	TIGR00344
59	148	TIGR00344
447	42	TIGR00344
1345	22	TIGR00344
2120	6	TIGR00344
27707	1	TIGR00344
1631	16	TIGR00344
2	1283	TIGR00344
28986	1	TIGR00344
2064	6	TIGR00344
1024	6	TIGR00344
214	57	TIGR00344
1487	8	TIGR00344
2944	1	TIGR00344
2328	3	TIGR00344
330	56	TIGR00344
23	123	TIGR00344
1	2194	TIGR00344
593	27	TIGR00344
4141	8	TIGR00344
90	179	TIGR00344
140	119	TIGR00344
1528	10	TIGR00344
2175	4	TIGR00344
629	18	TIGR00344
15738	4	TIGR00344
4245	9	TIGR00344
20701	1	TIGR00344
9192	5	TIGR00344
4	368	TIGR00344
10570	2	TIGR00344
20613	1	TIGR00344
3	520	TIGR00344
23799	3	TIGR00344
4602	5	TIGR00344
2715	11	TIGR00344
173	65	TIGR00344
11780	1	TIGR00344
25	335	TIGR00362
8666	4	TIGR00362
5928	4	TIGR00362
35	141	TIGR00362
1813	11	TIGR00362
6864	1	TIGR00362
1958	13	TIGR00362
5	509	TIGR00362
472	4	TIGR00362
4867	2	TIGR00362
10299	4	TIGR00362
253	13	TIGR00362
2	19	TIGR00362
1313	16	TIGR00362
10206	3	TIGR00362
3	1274	TIGR00362
880	17	TIGR00362
88	158	TIGR00362
94	7	TIGR00362
3830	8	TIGR00362
31340	2	TIGR00362
209	14	TIGR00362
387	74	TIGR00362
1387	19	TIGR00362
52	78	TIGR00362
26723	1	TIGR00362
213	44	TIGR00362
20801	1	TIGR00362
4	15	TIGR00362
18793	2	TIGR00362
42098	2	TIGR00362
19729	2	TIGR00362
385	41	TIGR00362
2205	1	TIGR00362
16085	3	TIGR00362
4948	5	TIGR00362
18782	1	TIGR00362
2580	6	TIGR00362
142	67	TIGR00362
860	23	TIGR00362
4219	5	TIGR00362
58519	1	TIGR00362
124	53	TIGR00362
9719	1	TIGR00362
100	120	TIGR00362
807	21	TIGR00362
64	2	TIGR00362
45	147	TIGR00362
1	1884	TIGR00362
283	12	TIGR00362
10512	5	TIGR00362
1525	6	TIGR00362
1056	10	TIGR00362
46	241	TIGR00362
68701	1	TIGR00362
6030	3	TIGR00362
180	113	TIGR00362
11437	5	TIGR00362
18208	3	TIGR00362
4684	6	TIGR00362
5927	4	TIGR00362
23047	1	TIGR00362
25	342	TIGR00388
6490	4	TIGR00388
20894	1	TIGR00388
8479	2	TIGR00388
1813	4	TIGR00388
35	148	TIGR00388
6657	5	TIGR00388
218	17	TIGR00388
48355	2	TIGR00388
24530	3	TIGR00388
263	3	TIGR00388
11743	3	TIGR00388
45	172	TIGR00388
184	71	TIGR00388
3172	5	TIGR00388
13050	2	TIGR00388
2780	10	TIGR00388
4671	5	TIGR00388
634	9	TIGR00388
1603	2	TIGR00388
4971	5	TIGR00388
22411	2	TIGR00388
1012	22	TIGR00388
7468	3	TIGR00388
1009	15	TIGR00388
2487	5	TIGR00388
2010	1	TIGR00388
105	51	TIGR00388
717	32	TIGR00388
753	17	TIGR00388
143	110	TIGR00388
1186	14	TIGR00389
57	82	TIGR00389
307	29	TIGR00389
3	792	TIGR00389
211	36	TIGR00389
24	70	TIGR00389
2059	4	TIGR00389
5281	3	TIGR00389
11645	2	TIGR00389
196	110	TIGR00389
8526	4	TIGR00389
1008	22	TIGR00389
6398	4	TIGR00389
1720	3	TIGR00389
8587	5	TIGR00389
4	150	TIGR00389
2597	3	TIGR00389
1019	2	TIGR00389
5666	4	TIGR00389
531	5	TIGR00389
22	257	TIGR00389
2017	13	TIGR00389
85	28	TIGR00389
1	2968	TIGR00389
92029	1	TIGR00389
40759	1	TIGR00389
51986	1	TIGR00389
305	42	TIGR00392
2	1317	TIGR00392
885	9	TIGR00392
1205	10	TIGR00392
2752	9	TIGR00392
253	16	TIGR00392
222	30	TIGR00392
160	96	TIGR00392
113	78	TIGR00392
12	178	TIGR00392
189	110	TIGR00392
289	36	TIGR00392
258	4	TIGR00392
8	388	TIGR00392
11816	4	TIGR00392
12405	2	TIGR00392
785	2	TIGR00392
29857	1	TIGR00392
92	50	TIGR00392
3400	7	TIGR00392
342	26	TIGR00392
3	21	TIGR00392
107	11	TIGR00392
3436	11	TIGR00392
